0 0.03001 236.752 62.7141 313.784 -149.944
1 0.03001 224.839 66.6121 261.31 15.0388
2 0.03001 212.303 64.7969 64.1722 -145.739
3 0.03001 201.795 66.4458 146.712 -21.4752
4 0.03001 191.333 70.2961 174.335 73.1223
5 0.03001 181.285 66.126 221.387 -192.245
6 0.03001 169.864 63.951 199.213 -130.578
7 0.03001 159.335 65.8143 193.686 5.64975
8 0.03001 148.436 64.4786 220.841 -78.4044
9 0.03001 136.027 67.9007 224.039 -12.1784
10 0.03001 122.874 65.2758 -1.85513 -140.817
11 0.03001 111.859 66.8845 46.3886 35.6869
12 0.03001 100.822 68.0379 -30.2926 2.44719
13 0.03001 88.9893 66.2513 -56.1553 -78.8864
14 0.03001 72.0317 67.929 -211.715 87.3744
15 0.03001 236.702 75.964 198.017 -159.418
16 0.03001 222.459 76.5349 72.4226 -80.4877
17 0.03001 211.336 76.6405 123.432 -59.7312
18 0.03001 200.505 78.2037 -0.334067 -181.748
19 0.03001 188.709 80.0724 83.4363 199.996
20 0.03001 177.088 76.2281 185.211 -34.9724
21 0.03001 166.497 76.1178 -131.59 -278.773
22 0.03001 155.754 77.092 -72.2138 30.6141
23 0.03001 145.448 75.6376 34.0037 -205.998
24 0.03001 136.677 79.1519 235.965 127.838
25 0.03001 124.863 76.193 39.6448 -18.555
26 0.03001 114.44 77.8776 62.0079 -61.1851
27 0.03001 103.175 80.0499 -16.3855 159.113
28 0.03001 90.8341 77.4424 98.2209 -1.49532
29 0.03001 73.8695 78.8343 -164.228 77.6025
30 0.03001 233.587 87.7189 9.74627 -88.0933
31 0.03001 222.098 89.1285 -80.9411 -34.5178
32 0.03001 210.291 88.7729 211.911 -38.5789
33 0.03001 198.538 89.0962 -21.7309 54.2117
34 0.03001 188.026 90.4212 -320.203 143.882
35 0.03001 177.172 87.3183 -14.4937 -105.235
36 0.03001 166.274 86.9089 -271.062 21.315
37 0.03001 154.309 88.091 -143.364 -143.681
38 0.03001 143.602 90.4857 -18.0398 -102.77
39 0.03001 132.409 89.0651 -38.7747 -44.5833
40 0.03001 122.052 88.7411 -94.9438 210.779
41 0.03001 110.883 87.7472 131.073 -117.427
42 0.03001 99.6534 90.2835 -36.2813 178.708
43 0.03001 83.9119 88.0744 -170.91 -177.239
44 0.03001 72.4966 90.5835 -156.636 200.495
45 0.03001 235.254 98.9752 90.2174 -65.7651
46 0.03001 220.444 100.735 24.2558 -101.474
47 0.03001 210.194 101.372 59.8661 -170.91
48 0.03001 199.824 100.13 -98.075 -7.94987
49 0.03001 188.751 102.006 -190.526 87.5562
50 0.03001 179.066 98.2456 -123.351 -142.687
51 0.03001 167.688 99.4558 101.65 -72.9627
52 0.03001 157.264 99.2093 92.3344 52.595
53 0.03001 145.645 101.256 -11.6347 45.9832
54 0.03001 133.925 100.54 -164.484 38.4451
55 0.03001 120.449 99.3969 -122.023 149.448
56 0.03001 109.042 100.201 -234.305 60.3127
57 0.03001 97.722 99.91 -172.092 -59.4205
58 0.03001 86.2393 99.881 -305.437 60.9168
59 0.03001 75.3441 101.372 -184.764 -69.2829
60 0.03001 237.067 110.251 127.683 -49.7481
61 0.03001 225.453 111.901 163.668 76.9745
62 0.03001 213.835 111.094 361.989 31.3225
63 0.03001 201.981 111.714 55.7292 32.3176
64 0.03001 190.666 111.577 71.3567 -27.128
65 0.03001 178.717 110.782 103.51 -95.231
66 0.03001 167.551 111.394 50.0534 15.7978
67 0.03001 156.346 110.503 -35.2216 66.0085
68 0.03001 146.433 112.169 76.2695 204.612
69 0.03001 134.741 110.82 128.084 -47.6764
70 0.03001 124.021 110.736 -182.937 -152.384
71 0.03001 110.425 110.508 -65.6071 14.5536
72 0.03001 99.0503 110.18 -43.3611 -9.12903
73 0.03001 86.9971 111.714 -70.1969 -79.128
74 0.03001 74.6692 111.933 -210.469 136.397
75 0.03001 229.621 120.911 -165.025 -2.92095
76 0.03001 218.82 123.314 -184.982 26.51
77 0.03001 208.019 121.531 -273.77 51.6546
78 0.03001 197.137 122.485 -189.837 36.9722
79 0.03001 187.485 121.35 -142.459 16.2357
80 0.03001 176.574 124.392 -195.071 153.084
81 0.03001 166.436 122.905 -167.951 40.6305
82 0.03001 155.63 121.256 19.4461 -79.7297
83 0.03001 144.555 122.888 -170.9 -71.9905
84 0.03001 133.96 121.437 -70.6207 -38.8643
85 0.03001 121.893 121.481 -137.624 12.7215
86 0.03001 109.959 121.712 -61.9487 -92.7408
87 0.03001 96.0412 120.744 -54.6639 -137.47
88 0.03001 84.2795 121.53 -362.286 -112.458
89 0.03001 72.8057 123.981 -253.163 72.8897
90 0.03001 235.296 134.964 141.004 105.521
91 0.03001 222.731 133.573 240.874 -18.1653
92 0.03001 213.273 132.938 308.933 -5.40317
93 0.03001 202.148 132.025 30.0568 -117.28
94 0.03001 191.403 132.232 10.702 -132.172
95 0.03001 179.955 135.202 -76.2943 60.9391
96 0.03001 170.142 133.439 148.188 -66.5721
97 0.03001 155.292 134.926 67.3283 64.3484
98 0.03001 144.743 133.078 -104.064 -171.738
99 0.03001 134.469 134.308 26.3483 171.207
100 0.03001 122.236 132.936 -145.404 62.9617
101 0.03001 109.901 134.25 -41.8697 -54.3205
102 0.03001 98.3565 132.932 -6.08916 71.1238
103 0.03001 88.572 131.701 -66.8883 -246.264
104 0.03001 77.0385 135.449 -111.141 123.829
105 0.03001 239.244 144.844 376.137 -21.9112
106 0.03001 225.059 143.963 183.191 -39.4021
107 0.03001 209.586 144.892 -101.33 -50.2864
108 0.03001 198.08 142.643 -91.6315 -230.417
109 0.03001 186.105 143.421 -60.6431 -134.758
110 0.03001 176.405 146.231 70.5744 159.523
111 0.03001 164.854 143.234 -140.129 -54.0888
112 0.03001 154.123 146.026 -227.485 18.5608
113 0.03001 143.466 142.97 -131.621 -94.4283
114 0.03001 132.077 145.762 58.7387 189.622
115 0.03001 120.983 145.419 -4.68912 102.253
116 0.03001 109.989 145.316 -54.3338 -14.454
117 0.03001 98.7618 144.219 137.338 9.2219
118 0.03001 87.4553 142.198 -100.838 -36.3223
119 0.03001 76.915 146.58 23.9695 63.3411
120 0.03001 235.014 155.393 145.744 -43.1709
121 0.03001 222.696 154.061 29.902 0.575121
122 0.03001 211.903 156.175 -23.167 82.3272
123 0.03001 200.91 153.402 62.6175 -160.439
124 0.03001 189.505 153.733 121.795 186.841
125 0.03001 178.809 157.405 213.304 335.104
126 0.03001 167.581 154.386 127.356 -142.165
127 0.03001 156.966 158.049 -36.3333 31.5815
128 0.03001 145.495 154.219 30.9622 -189.839
129 0.03001 132.823 156.873 146.83 199.671
130 0.03001 121.502 156.02 -27.5992 308.283
131 0.03001 108.179 155.577 -195.305 7.88264
132 0.03001 97.4074 155.115 -267.061 45.9613
133 0.03001 85.3511 152.843 -116.112 -205.611
134 0.03001 73.6536 156.681 -322.405 48.5737
135 0.03001 238.344 167.716 240.577 11.9758
136 0.03001 226.625 165.681 255.092 30.0632
137 0.03001 214.556 166.608 109.684 -90.9377
138 0.03001 203.525 164.32 349.724 -124.673
139 0.03001 190.383 164.648 59.8964 -111.267
140 0.03001 178.594 168.126 24.2768 10.9811
141 0.03001 166.747 164.415 8.804 -164.372
142 0.03001 154.104 168.255 -67.7622 -19.0935
143 0.03001 143.374 164.379 -206.275 -73.9994
144 0.03001 132.337 168.347 168.822 56.1087
145 0.03001 122.219 166.57 -33.0275 101.61
146 0.03001 111.017 166.21 -49.8259 -23.1893
147 0.03001 101.152 166.523 -203.666 -39.7591
148 0.03001 89.3256 163.485 106.286 -4.78699
149 0.03001 77.9329 166.842 104.409 -26.4099
150 0.03001 234.108 177.998 225.649 54.9183
151 0.03001 222.761 176.912 -50.9951 45.4331
152 0.03001 210.623 177.083 -154.886 -32.5784
153 0.03001 200.136 174.531 9.12919 -27.9969
154 0.03001 189.526 175.36 14.5863 -159.13
155 0.03001 179.612 177.575 287.401 -122.967
156 0.03001 168.516 175.828 232.876 -161.374
157 0.03001 154.499 178.956 -148.997 134.499
158 0.03001 142.681 174.891 -248.206 -216.215
159 0.03001 132.04 178.366 61.2295 175.09
160 0.03001 120.667 177.565 16.7788 54.2168
161 0.03001 110.333 177.133 -21.3034 -187.432
162 0.03001 99.9684 178.707 -4.15954 -56.6128
163 0.03001 89.6485 177.735 -56.0958 60.7586
164 0.03001 78.0783 177.603 -32.8604 64.6233
165 0.03001 236.149 189.803 184.822 46.9219
166 0.03001 222.923 189.535 -92.6758 -128.512
167 0.03001 212.763 188.591 -106.029 -41.8627
168 0.03001 199.871 187.034 34.3363 -167.787
169 0.03001 188.421 187.298 250.231 8.80299
170 0.03001 177.747 188.453 52.1458 -18.7486
171 0.03001 166.677 186.62 79.8858 -111.73
172 0.03001 156.366 189.371 -2.09152 70.5603
173 0.03001 143.761 185.617 215.203 -236.256
174 0.03001 133.439 189.998 111.369 -92.7375
175 0.03001 122.576 191.328 -106.477 197.618
176 0.03001 111.192 188.492 -79.528 17.3227
177 0.03001 96.9646 189.208 -88.2052 -36.4269
178 0.03001 85.2451 187.816 -97.453 -19.5838
179 0.03001 74.4943 188.133 -323.826 -225.46
180 0.03001 234.472 201.208 23.0054 95.5649
181 0.03001 221.053 200.678 26.9005 0.0727318
182 0.03001 210.267 199.594 -36.7705 -58.8656
183 0.03001 199.013 198.569 -29.7985 -77.329
184 0.03001 188.142 197.788 -229.796 -202.336
185 0.03001 177.477 198.087 -26.3862 43.3501
186 0.03001 164.255 197.909 -195.209 -48.9524
187 0.03001 153.352 198.99 -67.2777 -167.529
188 0.03001 143.494 204.17 -59.3954 263.782
189 0.03001 133.405 200.686 82.2386 -16.1951
190 0.03001 122.601 202.94 -98.0008 120.19
191 0.03001 111.75 199.691 9.75455 -75.7606
192 0.03001 97.9291 199.89 -85.2313 -29.0273
193 0.03001 86.6902 200.298 -43.7639 -30.1572
194 0.03001 75.5773 200.709 -150.902 134.334
195 0.03001 233.407 211.844 36.2062 -14.6934
196 0.03001 222.158 211.593 -54.4218 -226.373
197 0.03001 210.589 210.713 75.3409 11.6117
198 0.03001 199.581 209.923 21.1096 -46.2735
199 0.03001 188.976 211.089 -65.9969 -59.8224
200 0.03001 179.605 208.829 -14.1795 -34.8687
201 0.03001 166.918 210.079 -50.2045 -48.8105
202 0.03001 155.414 209.87 -19.3122 80.0539
203 0.03001 144.33 215.199 10.921 198.802
204 0.03001 132.988 211.878 127.091 48.7003
205 0.03001 120.406 213.768 140.309 211.327
206 0.03001 110.847 210.111 -90.7722 67.9084
207 0.03001 99.52 210.63 -129.598 -4.78958
208 0.03001 88.0339 211.171 -93.5539 6.25665
209 0.03001 76.4899 211.352 -48.8261 22.4852
210 0.03001 238.622 223.736 334.196 60.2932
211 0.03001 222.614 223.624 -61.982 93.3849
212 0.03001 210.536 221.34 12.6062 -135.209
213 0.03001 199.684 222.666 96.7677 3.359
214 0.03001 186.633 222.345 -136.349 84.2724
215 0.03001 176.539 219.936 -132.484 -85.237
216 0.03001 165.983 223.077 -149.939 17.1361
217 0.03001 155.184 221.14 -153.994 -5.517
